"","x"
"1",-0.1455675012942
"2",-2.39855502572702
"3",0.709768118124945
"4",-0.60834865368838
"5",0.256728249290715
"6",0.857279944030109
"7",-0.122974464574995
"8",0.118735108757407
"9",0.318636217206664
"10",0.312191821292831
"11",-0.900260203269397
"12",1.79782640392937
"13",1.17036135470192
"14",-0.760365159430598
"15",-1.1568588702055
"16",0.448362717820338
"17",1.76016862851264
"18",1.97700136755495
"19",-1.08370444482173
"20",0.25036867861021
"21",-0.00770748001569178
"22",1.65750040925655
"23",0.444042528928206
"24",0.97585525681443
"25",-0.166118276405621
"26",-0.312557718318088
"27",0.705387092163406
"28",-0.297461094766865
"29",0.540511505153864
"30",0.785847608350998
"31",0.356282539484304
"32",-1.79107269896562
"33",2.26642660117717
"34",-0.472570741480752
"35",-2.06218029617628
"36",1.2097485905972
"37",-1.16454685320715
"38",-0.505133734321143
"39",-0.528659394311363
"40",-0.316876451556745
"41",0.860501585195344
"42",-0.113915997945706
"43",-0.147213887726782
"44",-0.00632846437051072
"45",0.263922203200521
"46",0.0401204037205451
"47",-2.19336612707859
"48",0.866903449357908
"49",0.290673328674876
"50",0.229441908163374
"51",0.0514638889364535
"52",-0.117141069253114
"53",0.0398931681116322
"54",-0.582797067392332
"55",0.571473269228555
"56",0.347109950948937
"57",-0.403005377331064
"58",0.0618908480364157
"59",0.0236537205311458
"60",-0.01004463702805
"61",0.205602915251741
"62",0.655311237501568
"63",0.754679551027107
"64",0.264411130693631
"65",0.679441711989681
"66",-1.06204143405671
"67",0.620571566265478
"68",-0.125711599989903
"69",-0.340825503463353
"70",-0.027341354689379
"71",-0.575249646441324
"72",0.889192283304063
"73",-0.881778119527851
"74",-0.941328999324755
"75",-0.0847983177910653
"76",-1.39687774136083
"77",-1.72563492931868
"78",-1.43777024373299
"79",0.536268113623399
"80",-2.22646317368409
"81",0.861040220178977
"82",1.17463944330359
"83",-0.773522040715623
"84",-0.513881717393287
"85",0.429854564135743
"86",-1.70843302061494
"87",0.701117694226465
"88",-5.37349488381737
"89",-0.502222269513722
"90",-2.21667498639602
"91",-0.82969611989698
"92",-0.17054270639748
"93",-0.292961311924531
"94",-0.52379913123589
"95",-0.0348864632485501
"96",-0.748781641707739
"97",-0.210697018237854
"98",0.823898711514791
"99",-0.100567751219424
"100",1.05633370260759
"101",-0.993427798922357
"102",-2.55102524838514
"103",0.029551484608691
"104",1.92123851145589
"105",-1.14043676540547
"106",-0.421082993351639
"107",-0.544087364899414
"108",0.548915874361915
"109",-1.80287666630617
"110",0.38181227444738
"111",-2.88722764577483
"112",-6.64954967038163
"113",-0.791809915801647
"114",-1.61156576591148
"115",-1.37909868251939
"116",-0.124898516337059
"117",0.627454426464903
"118",-0.541346499023746
"119",-0.628618059602533
"120",-0.938052769879196
"121",0.628401551083856
"122",0.317938496393408
"123",0.264752962303413
"124",-0.347246523267155
"125",-0.859348068748872
"126",0.0113008655007302
"127",-0.525664723637251
"128",0.215720960092908
"129",1.23165241326164
"130",-0.0538473208159214
"131",-1.70045021141113
"132",-1.0456578593518
"133",-1.24960007356245
"134",-0.567079682050412
"135",-2.92681580644919
"136",-1.71705998995942
"137",-0.15985269991782
"138",0.696891121903356
"139",0.716305514969158
"140",1.25762954626269
"141",0.875139942254743
"142",0.453474373584585
"143",-0.187703477146027
"144",-2.74260044942039
"145",-2.23655482097512
"146",0.557460997810598
"147",0.859908274610964
"148",-1.17369757225191
"149",-0.791260303102216
"150",-0.395333788999495
"151",1.23160460759901
"152",7.82180508107719
"153",0.399781768215134
"154",-0.573302141927574
"155",-1.0419940577739
"156",0.361637553074048
"157",0.135623685801098
"158",0.470573993328378
"159",0.0358342944403806
"160",0.493347621901339
"161",-1.71006432069615
"162",-0.637346235201818
"163",-0.0272976667331762
"164",0.366413185274348
"165",0.740535337836442
"166",1.52861754545915
"167",0.0474431559713195
"168",0.374399806207856
"169",0.420362480482297
"170",-0.113760285808567
"171",1.04141775931923
"172",1.03348971701065
"173",0.338163384526209
"174",0.471433386276111
"175",-1.07912361943257
"176",0.2175280059507
"177",0.868640211731069
"178",-0.465292590046464
"179",0.228566105465399
"180",-0.339626366573438
"181",-0.568530127167742
"182",0.242315482000274
"183",-0.249805239771365
"184",3.60513698353006
"185",-1.1084969077454
"186",0.699833296271203
"187",1.45712178665254
"188",-0.321354536747414
"189",-0.219191605258298
"190",0.539923578338412
"191",0.32745418202629
"192",-0.260383780993877
"193",3.19693771998018
"194",21.3735006259221
"195",0.950993226153439
"196",-0.194353715062282
"197",1.07280431977443
"198",1.88084112315111
"199",-1.49028325275111
"200",0.390213580485368
"201",-0.00660746655948004
"202",-0.738393333898001
"203",-0.131518254560927
"204",0.0231666167784161
"205",0.0912949185832599
"206",0.511592075774717
"207",0.684075898499614
"208",-0.189103553413389
"209",1.90191954317743
"210",-0.125043247098869
"211",0.247097803418596
"212",1.11627530157185
"213",0.298224791062351
"214",2.15415279421651
"215",-1.19201307386911
"216",-0.353989284428759
"217",0.608441503355807
"218",1.83294537877242
"219",0.400460393541174
"220",-0.441922836909463
"221",0.389292203361901
"222",0.705642269047475
"223",0.605520366699783
"224",0.630095932746358
"225",0.972945697207869
"226",-1.56982992203197
"227",0.726106978091837
"228",0.338394701519327
"229",0.547055246463499
"230",0.371568396389287
"231",0.184394829139784
"232",0.563113372212108
"233",-0.0510860523906198
"234",0.479679246454426
"235",0.293309046550636
"236",0.365749972577502
"237",0.626936913129599
"238",0.404730415885612
"239",0.658112508333094
"240",5.19309250896072
"241",-0.396300967986423
"242",-0.319610931809761
"243",0.501843180371185
"244",-0.455509292406607
"245",0.775938141425917
"246",0.257712173471263
"247",-0.15914185447234
"248",-0.962931636493012
"249",0.94672733316048
"250",0.564636491299187
"251",-0.686617600064149
"252",0.52438796761278
"253",-0.311285885147265
"254",-1.19191115316349
"255",-0.742614261863672
"256",0.842828644023137
"257",0.974152304923566
"258",0.365519277018985
"259",-1.03767084799801
"260",0.0791878373496952
"261",-0.0521626904151183
"262",-0.712111165284723
"263",0.0672906161427659
"264",0.0503987196435592
"265",-0.0865112390077228
"266",-2.93669000528004
"267",1.58920555592665
"268",-2.10333063657576
"269",0.905556498930124
"270",-0.320285365405797
"271",1.52842394475265
"272",1.14443528571411
"273",-0.571654820257859
"274",0.536511527461465
"275",0.378157930688183
"276",0.175317359990648
"277",0.511279345262661
"278",-0.144318278699151
"279",0.672362989291646
"280",1.78622276823868
"281",-0.895665641100394
"282",-0.773765637485785
"283",1.16121232668562
"284",0.313177750511808
"285",-0.30977599966092
"286",0.157154411129012
"287",-0.0623880206578933
"288",1.16967759777058
"289",-0.425915182582903
"290",0.501819503519856
"291",-0.565771591158352
"292",-0.320897493958439
"293",2.84281251472934
"294",0.66329122511639
"295",0.152710892473976
"296",-0.257487615440296
"297",-1.09546044327655
"298",-1.50555572067393
"299",1.14959517762124
"300",1.58203411380528
"301",-0.234941533526135
"302",0.28525062663359
"303",2.72704884822955
"304",0.31718132388451
"305",-1.02962042015349
"306",0.842223857122726
"307",-0.731954972794963
"308",-1.44334226610179
"309",-0.534477280215485
"310",-0.0925344027056678
"311",0.297083593173538
"312",-0.261317030262301
"313",0.311823269706056
"314",-1.55762320446005
"315",-0.569286858990675
"316",0.868068652871295
"317",0.550018450335753
"318",-0.461257574755464
"319",0.854513964946352
"320",-1.25219017764148
"321",1.40080466727469
"322",0.695800012745337
"323",-0.0122750684601846
"324",-0.744915364638702
"325",0.554383090803014
"326",-0.155239710656678
"327",-0.237451566046825
"328",0.0359732420931054
"329",0.761518527629603
"330",0.847252368841536
"331",0.680786824845241
"332",0.555516910865661
"333",-0.973042116669959
"334",-0.834512321945075
"335",-1.10413804253437
"336",-0.0810962961521842
"337",0.0373315283866472
"338",1.74507432804949
"339",3.80681283152099
"340",0.237236556568153
"341",-0.235083679110447
"342",1.38957711650057
"343",-0.252979917992446
"344",0.304264274310093
"345",-0.542954537335674
"346",0.189692502339853
"347",0.408591267026593
"348",0.580254466220657
"349",0.558843779243274
"350",0.746115696702311
"351",0.600874627013593
"352",2.93824393626524
"353",1.21037866400092
"354",-0.101582245830317
"355",-0.214530836253943
"356",-0.993630694694072
"357",-0.284160030453974
"358",0.972761160863462
"359",-0.266010029238478
"360",0.189196367803845
"361",-0.264510197195983
"362",-1.07847655192961
"363",1.0311309873681
"364",0.725221119145913
"365",0.836990626707634
