"","x"
"1",-0.19833238987815
"2",-0.631673183391446
"3",-1.31570834766115
"4",0.989644079306297
"5",0.0216786301283222
"6",-0.491986465687446
"7",0.199937635454993
"8",0.199118904637202
"9",0.141738045338995
"10",-0.0410275389783191
"11",-1.06286476354826
"12",-0.0753488465871657
"13",1.04481452923175
"14",-0.793354940366406
"15",-0.124539823132698
"16",0.622321762327995
"17",0.546054812760781
"18",-0.830094678329675
"19",-0.702812535878681
"20",-0.310990246030068
"21",1.1663399120076
"22",-0.467075494604174
"23",0.600757243121568
"24",0.209863787922295
"25",-1.96682692268064
"26",0.306324664635433
"27",0.523264369561228
"28",0.604022783445106
"29",-0.177035946542451
"30",-0.316456435469277
"31",-1.62865946235637
"32",-1.0960135143401
"33",0.281846372152004
"34",-0.496322167632339
"35",-1.15920110467749
"36",0.925736600939421
"37",-0.891840929458691
"38",-0.154664589740907
"39",-1.78120651659817
"40",0.997774097666331
"41",-0.450692760485155
"42",-0.610415906468875
"43",-0.0835540086202516
"44",0.0933123165503194
"45",1.41691692259236
"46",0.182761783578465
"47",0.931477537393854
"48",0.622783020100339
"49",0.226715458126252
"50",0.234996509270472
"51",0.329409078600399
"52",-0.437991737121461
"53",0.611010181952857
"54",0.241049763012545
"55",0.0762247034530094
"56",0.26214247937378
"57",0.718078791222675
"58",-0.161648234519382
"59",0.520482461997348
"60",0.0590208747803008
"61",0.756792670611165
"62",0.593415012827065
"63",-0.171875709695537
"64",0.248764779733685
"65",-0.0977922914604825
"66",-0.419012301505468
"67",-0.551998614293511
"68",0.810777043950771
"69",-0.163350046330406
"70",0.11149714888792
"71",-0.0930179890881041
"72",-0.28129912769476
"73",-0.857234665331337
"74",0.480272537246569
"75",-0.514067916833431
"76",0.45380981102129
"77",-1.06363407049046
"78",-0.0614875196125346
"79",-4.82566683613895
"80",-0.398455695572891
"81",0.833216305777101
"82",0.471784223921267
"83",0.279709419245905
"84",-0.359079248815694
"85",0.481471571085149
"86",-4.39995242847973
"87",-0.193315314064499
"88",-4.15471551420943
"89",-0.893542093950696
"90",-2.00657020074911
"91",-1.88696317752613
"92",-0.689333404322855
"93",-0.722571155513383
"94",-0.405818725142384
"95",0.339607877096592
"96",0.0931989863529648
"97",0.292525063259356
"98",0.771389830009312
"99",0.4452695303147
"100",1.20952536789722
"101",0.0465049758691684
"102",-0.751962388806508
"103",0.522064804692073
"104",0.54678073070946
"105",-0.145204145967362
"106",-1.62343453392876
"107",0.180937611765171
"108",0.499262253157884
"109",-5.29576107591845
"110",-0.384395479464892
"111",-1.75532443338702
"112",-2.67822477200367
"113",-0.275465687030452
"114",-7.77654011769796
"115",-4.094990985905
"116",-1.25949480757287
"117",-1.01751493138884
"118",-2.21998599059012
"119",-0.198074600597845
"120",-4.5858377795825
"121",-0.155562076620327
"122",-0.267550090774224
"123",2.04688848831302
"124",-0.171045272318927
"125",-0.522964563572878
"126",-0.205023729067202
"127",-0.063457783061731
"128",0.249096296867574
"129",-0.817554853727395
"130",0.337836015959232
"131",0.547530360941744
"132",-0.386077471880355
"133",-3.76170867328838
"134",-1.06019895991592
"135",-3.97149656846002
"136",-0.466694451923688
"137",0.173276433135719
"138",0.357211873813087
"139",0.336238685620864
"140",0.126318754209375
"141",-0.694301694223095
"142",0.467142581449893
"143",0.0705199258439873
"144",-6.39492603277367
"145",-4.83545590994428
"146",-0.170630022117266
"147",-0.397172951396474
"148",-0.763859578690257
"149",0.00175692715976028
"150",0.278893569793267
"151",0.475653239963098
"152",-0.910973352114236
"153",-0.242831943870081
"154",0.223032405863238
"155",0.314933032028617
"156",0.841813961586981
"157",-0.203547526367078
"158",-0.319654078993906
"159",0.913322364256827
"160",0.227796038837996
"161",-0.153498819187393
"162",0.313400093176919
"163",-0.389242107163967
"164",0.542606549787669
"165",0.174118734840956
"166",-0.0421576336845591
"167",-1.05573536539547
"168",0.436396660490227
"169",-0.0606831796122795
"170",0.181827153596132
"171",-0.211253198958745
"172",0.471261749090064
"173",-0.162373468127758
"174",0.776721795021668
"175",0.0445056685178848
"176",0.38261757476959
"177",0.186180142707128
"178",0.194361354794503
"179",0.0636853828461955
"180",-0.0460476511993171
"181",-0.609384881958747
"182",0.316495883778766
"183",0.0133969776314539
"184",-0.592368115411459
"185",-1.54672463843209
"186",0.186274225191862
"187",-0.0654799709085644
"188",-0.64309499888447
"189",-0.00263955198264336
"190",-0.777501304398866
"191",1.07962382799439
"192",-0.231565355611344
"193",0.143520895386831
"194",2.58899132201492
"195",0.663019240650898
"196",0.49120893692738
"197",1.62686625505332
"198",-0.711804104775912
"199",-1.02952500411879
"200",-0.0801417246653062
"201",0.21903682363985
"202",-0.320475403625389
"203",-0.385882675443175
"204",0.00994382994644549
"205",0.248304939308294
"206",-0.186481540076017
"207",0.389199037227255
"208",0.310361026113607
"209",0.0769843555314314
"210",-0.171843550570242
"211",0.692998970408172
"212",0.109035655129829
"213",0.713315232121085
"214",-1.50448431044357
"215",-0.831833422938743
"216",-0.419074744584067
"217",-0.375109295525184
"218",1.01736513414582
"219",1.19765314864847
"220",-1.27594386226393
"221",0.613599595786175
"222",-1.0420119550816
"223",0.589578063723638
"224",1.05107062476554
"225",0.146201107821937
"226",0.041388712242914
"227",0.244162749068956
"228",0.130704096771792
"229",-0.490342834314311
"230",0.0285327413749861
"231",0.192703904627397
